StockCode,units,sales_value,revenue_share,cumulative_share,ABC
23128,307,1554.5,0.0002462273822963339,0.834712764757912,B
84968E,130,1549.62,0.0002454544073039852,0.834958219165216,B
37448,1022,1548.34,0.00024525165976500845,0.8352034708249809,B
21990,921,1542.5,0.0002443266241184272,0.8354477974490994,B
21980,5109,1541.6799999999998,0.00024419673897627017,0.8356919941880756,B
21898,493,1541.11,0.00024410645296281963,0.8359361006410384,B
22165,152,1538.23,0.00024365027100012204,0.8361797509120386,B
21982,5652,1536.36,0.00024335406951739823,0.8364231049815559,B
15044D,540,1535.96,0.00024329071091146802,0.8366663956924674,B
21495,3700,1534.0,0.0002429802537424099,0.8369093759462097,B
22812,804,1532.6899999999998,0.0002427727543079884,0.8371521487005177,B
22996,3555,1531.84,0.0002426381172703867,0.8373947868177881,B
37450,525,1530.43,0.0002424147781844827,0.8376372015959725,B
22931,638,1527.67,0.00024197760380356413,0.8378791791997761,B
84795B,179,1527.3300000000002,0.00024192374898852345,0.8381211029487646,B
22939,300,1525.96,0.00024170674576321242,0.8383628096945278,B
21873,1227,1519.48,0.00024068033634714277,0.838603490030875,B
72807C,338,1518.66,0.00024055045120498583,0.83884404048208,B
23031,919,1515.6699999999998,0.00024007684562565737,0.8390841173277056,B
23291,1237,1514.38,0.00023987251412153243,0.8393239898418271,B
23289,1251,1513.65,0.00023975688466570976,0.8395637467264928,B
21578,686,1508.81,0.00023899024553395402,0.8398027369720268,B
22465,882,1507.9799999999998,0.0002388587764266488,0.8400415957484534,B
10135,1500,1502.98,0.00023806679385252104,0.8402796625423059,B
85206A,934,1502.9299999999998,0.00023805887402677972,0.8405177214163326,B
22196,1552,1502.08,0.00023792423698917802,0.8407556456533218,B
23064,31,1500.0600000000002,0.0002376042760292304,0.8409932499293511,B
22156,1543,1498.32,0.0002373286660934339,0.8412305785954445,B
84968D,145,1496.36,0.0002370182089243758,0.8414675968043689,B
23075,359,1491.3500000000001,0.00023622464238509978,0.841703821446754,B
21626,749,1485.83,0.00023535029362326264,0.8419391717403774,B
22282,95,1479.8700000000001,0.00023440625039490234,0.8421735779907723,B
22859,860,1473.4799999999998,0.00023339409666516697,0.8424069720874374,B
21845,1669,1472.5900000000001,0.00023325312376697225,0.8426402252112044,B
37446,993,1472.51,0.0002332404520457862,0.8428734656632502,B
22747,684,1470.99,0.00023299968934325135,0.8431064653525934,B
23196,1003,1467.4699999999998,0.00023244213361106535,0.8433389074862044,B
15039,1681,1465.1599999999999,0.0002320762376618183,0.8435709837238663,B
22064,834,1465.09,0.00023206514990578052,0.8438030488737721,B
23079,166,1464.6999999999998,0.00023200337526499854,0.8440350522490371,B
21792,340,1463.9,0.00023187665805313813,0.8442669289070902,B
20983,1709,1460.45,0.00023133019007698995,0.8444982590971672,B
10133,2737,1458.95,0.0002310925953047516,0.844729351692472,B
85132A,535,1458.51,0.00023102290083822834,0.8449603745933102,B
21411,306,1454.1,0.00023032437220784762,0.845190698965518,B
22789,750,1453.86,0.00023028635704428946,0.8454209853225623,B
21447,947,1449.34,0.00022957040479727793,0.8456505557273596,B
23130,357,1443.15,0.00022858993037050776,0.8458791456577301,B
21534,287,1440.6100000000001,0.00022818760322285082,0.846107333260953,B
23311,551,1438.79,0.00022789932156586827,0.8463352325825189,B
23094,115,1437.5,0.00022769499006174333,0.8465629275725806,B
22763,138,1435.78,0.00022742254805624334,0.8467903501206367,B
22414,214,1434.56,0.00022722930430815616,0.8470175794249449,B
23068,585,1428.8300000000002,0.00022632169227820574,0.8472439011172231,B
22832,131,1426.01,0.00022587501410639764,0.8474697761313296,B
21439,1165,1424.76,0.00022567701846286568,0.8476954531497924,B
22223,302,1424.29,0.00022560257210089765,0.8479210557218934,B
22027,3320,1424.21,0.00022558990037971162,0.848146645622273,B
23332,849,1424.05,0.00022556455693733952,0.8483722101792104,B
23412,193,1423.28,0.00022544259162092384,0.8485976527708313,B
21012,626,1422.95,0.0002253903207710314,0.8488230430916024,B
21899,2253,1422.89,0.0002253808169801419,0.8490484239085825,B
85174,299,1418.71,0.00022471871954817105,0.8492731426281307,B
15060B,356,1418.5,0.00022468545628005768,0.8494978280844108,B
23316,147,1418.31,0.00022465536094224081,0.8497224834453531,B
37342,1494,1417.77,0.000224569826824235,0.8499470532721773,B
22374,324,1417.48,0.0002245238918349356,0.8501715771640123,B
22185,825,1412.9099999999999,0.00022380001976218277,0.8503953771837744,B
21988,1771,1411.9299999999998,0.00022364479117765372,0.8506190219749521,B
22694,612,1411.47,0.00022357192878083397,0.850842593903733,B
23122,1880,1410.76,0.00022345946725530784,0.8510660533709883,B
23326,2108,1408.3000000000002,0.00022306981182883699,0.8512891231828171,B
21557,438,1407.22,0.00022289874359282535,0.85151202192641,B
23251,1120,1406.07,0.00022271658760077595,0.8517347385140107,B
22913,304,1405.89,0.00022268807622810737,0.8519574265902389,B
22738,893,1403.69,0.00022233960389549112,0.8521797661941344,B
23227,1116,1401.87,0.00022205132223850857,0.8524018175163729,B
15058C,237,1397.45,0.00022135120964297963,0.8526231687260158,B
84596F,2710,1393.53,0.00022073029530486342,0.8528438990213207,B
22357,297,1389.49,0.00022009037338496817,0.8530639893947057,B
22305,616,1388.45,0.00021992564100954958,0.8532839150357153,B
22943,287,1384.0900000000001,0.00021923503220491015,0.8535031500679202,B
22674,1118,1383.3700000000001,0.00021912098671423574,0.8537222710546345,B
37500,226,1373.84,0.0002176114679279481,0.8539398825225625,B
21245,821,1369.57,0.000216935114809643,0.8541568176373722,B
23287,1633,1366.99,0.00021652645180139304,0.8543733440891735,B
20978,1018,1365.87,0.0002163490477047884,0.8545896931368783,B
22284,794,1365.86,0.00021634746373964015,0.8548060406006179,B
22799,159,1365.32,0.00021626192962163435,0.8550223025302396,B
22110,361,1363.31,0.00021594355262683496,0.8552382460828665,B
23148,1597,1363.1899999999998,0.0002159245450450559,0.8554541706279115,B
21114,1040,1357.47,0.0002150185169802537,0.8556691891448918,B
22986,3230,1356.6,0.00021488071201235546,0.8558840698569041,B
23181,155,1355.31,0.0002146763805082305,0.8560987462374123,B
21109,474,1354.6599999999999,0.00021457342277359385,0.856313319660186,B
22458,503,1350.75,0.00021395409240062595,0.8565272737525866,B
84828,984,1344.77,0.00021300688124196909,0.8567402806338286,B
22115,957,1344.2700000000002,0.00021292768298455635,0.8569532083168131,B
22101,592,1344.0,0.0002128849159255534,0.8571660932327386,B
22897,915,1338.51,0.00021201531905916109,0.8573781085517977,B
22712,3283,1334.9099999999999,0.00021144509160578903,0.8575895536434035,B
22285,780,1334.5599999999997,0.00021138965282560006,0.8578009432962291,B
22671,821,1333.1999999999998,0.00021117423356543732,0.8580121175297946,B
85061W,1504,1327.4799999999998,0.00021026820550063512,0.8582223857352952,B
21917,3249,1327.44,0.00021026186964004213,0.8584326476049352,B
23020,109,1322.6200000000001,0.00020949839843858293,0.8586421460033737,B
22483,450,1319.94,0.00020907389577885042,0.8588512198991526,B
21246,282,1316.98,0.00020860504209496675,0.8590598249412476,B
22526,100,1314.45,0.0002082042989124581,0.85926802924016,B
23085,146,1312.0,0.00020781622745113547,0.8594758454676111,B
22985,3331,1311.02,0.00020766099886660643,0.8596835064664777,B
22293,889,1310.98,0.00020765466300601339,0.8598911611294837,B
15044A,418,1309.66,0.00020744557960644368,0.8600986067090901,B
22852,289,1308.43,0.00020725075189320823,0.8603058574609833,B
22059,883,1307.3899999999999,0.0002070860195177896,0.8605129434805011,B
84510A,926,1306.6399999999999,0.00020696722213167044,0.8607199107026328,B
22085,471,1305.54,0.00020679298596536233,0.8609267036885981,B
22744,435,1301.0900000000001,0.00020608812147438862,0.8611327918100725,B
22037,3017,1301.0,0.0002060738657880543,0.8613388656758606,B
22583,484,1299.37,0.00020581567946888863,0.8615446813553295,B
22441,598,1296.51,0.00020536266543648755,0.8617500440207659,B
22834,935,1289.59,0.00020426656155389465,0.8619543105823199,B
23315,137,1289.57,0.00020426339362359815,0.8621585739759434,B
23145,1366,1289.4699999999998,0.00020424755397211556,0.8623628215299155,B
37340,1988,1281.86,0.00020304215649429307,0.8625658636864098,B
21328,825,1280.56,0.00020283624102501984,0.8627686999274348,B
23210,1044,1278.31,0.00020247984886666233,0.8629711797763014,B
21981,4547,1277.4499999999998,0.00020234362786391232,0.8631735234041653,B
22227,1731,1277.13,0.0002022929409791682,0.8633758163451445,B
21115,183,1276.07,0.00020212504067345307,0.8635779413858179,B
22461,229,1275.1200000000001,0.0002019745639843688,0.8637799159498023,B
18097C,586,1273.9,0.00020178132023628164,0.8639816972700386,B
21686,33,1271.74,0.0002014391837642584,0.8641831364538028,B
22973,754,1271.6499999999999,0.00020142492807792407,0.8643845613818808,B
21506,2901,1270.21,0.0002011968370965753,0.8645857582189774,B
21897,405,1268.1899999999998,0.00020087687613662764,0.8647866350951141,B
22853,363,1267.21,0.00020072164755209862,0.8649873567426662,B
21382,993,1266.23,0.00020056641896756957,0.8651879231616338,B
22141,601,1262.64,0.00019999777547934582,0.8653879209371131,B
22675,1034,1262.12,0.0001999154092916365,0.8655878363464048,B
21494,690,1259.58,0.00019951308214397956,0.8657873494285487,B
72802C,298,1257.82,0.0001992343042778866,0.8659865837328267,B
21424,299,1257.25,0.00019914401826443603,0.8661857277510912,B
85040A,677,1255.09,0.0001988018817924128,0.8663845296328836,B
22428,171,1253.03,0.00019847558497187217,0.8665830052178555,B
22332,772,1252.04,0.00019831877242219484,0.8667813239902776,B
21528,173,1251.75,0.00019827283743289545,0.8669795968277105,B
22955,617,1251.7400000000002,0.00019827125346774722,0.8671778680811782,B
84818,1189,1250.67,0.00019810176919688385,0.8673759698503751,B
21870,940,1248.65,0.0001977818082369362,0.8675737516586121,B
84971S,1407,1247.34,0.0001975743088025147,0.8677713259674146,B
23244,681,1245.9099999999999,0.00019734780178631413,0.8679686737692008,B
21706,275,1244.14,0.00019706743995507293,0.8681657412091559,B
22200,261,1243.59,0.00019698032187191885,0.8683627215310278,B
22278,206,1242.12,0.00019674747899512527,0.8685594690100229,B
23302,759,1236.51,0.0001958588745469539,0.8687553278845699,B
21588,515,1234.9499999999998,0.000195611775983826,0.8689509396605537,B
23329,741,1231.9699999999998,0.00019513975436964581,0.8691460794149234,B
21179,1884,1228.16,0.0001945362636481605,0.8693406156785716,B
21206,886,1227.3999999999999,0.00019441588229689302,0.8695350315608684,B
84880,178,1226.63,0.00019429391698047737,0.8697293254778489,B
23360,671,1226.4099999999999,0.00019425906974721572,0.8699235845475961,B
22142,863,1225.4299999999998,0.00019410384116268667,0.8701176883887588,B
22363,442,1222.9,0.00019370309798017805,0.870311391486739,B
22534,2960,1219.49,0.00019316296586462285,0.8705045544526036,B
21829,5639,1219.47,0.00019315979793432635,0.8706977142505379,B
22335,1794,1215.78,0.00019257531479462004,0.8708902895653325,B
21509,2902,1210.53,0.00019174373309178584,0.8710820332984244,B
22220,108,1207.35,0.00019124003217464055,0.871273273330599,B
22199,255,1206.1499999999999,0.00019104995635684985,0.8714643232869559,B
22982,930,1204.48,0.0001907854341770912,0.8716551087211329,B
85132B,535,1202.4099999999999,0.00019045755339140225,0.8718455662745244,B
23226,940,1202.23,0.0001904290420187337,0.8720359953165431,B
23211,1007,1201.82,0.00019036409944765518,0.8722263594159907,B
22710,3051,1201.42,0.00019030074084172498,0.8724166601568324,B
21564,392,1197.72,0.00018971467373687042,0.8726063748305692,B
22318,358,1196.7,0.00018955310929174833,0.8727959279398609,B
21207,772,1196.35,0.00018949767051155937,0.8729854256103725,B
22311,407,1196.27,0.00018948499879037334,0.8731749106091629,B
20992,2586,1195.76,0.0001894042165678123,0.8733643148257306,B
20665,375,1193.73,0.0001890826716427164,0.8735533974973734,B
23427,97,1191.08,0.00018866292087842866,0.8737420604182518,B
22792,1186,1190.6799999999998,0.00018859956227249843,0.8739306599805242,B
22443,143,1183.89,0.0001875240499368329,0.874118184030461,B
21112,575,1181.29,0.00018711221899828643,0.8743052962494593,B
23119,1944,1178.82,0.0001867209796066673,0.874492017229066,B
22596,954,1176.68,0.00018638201106494062,0.8746783992401309,B
22399,1017,1175.91,0.00018626004574852495,0.8748646592858794,B
21967,4217,1174.6499999999999,0.0001860604661398447,0.8750507197520193,B
20985,912,1174.47,0.00018603195476717612,0.8752367517067865,B
84832,1316,1174.37,0.00018601611511569354,0.8754227678219022,B
21470,313,1173.8700000000001,0.0001859369168582808,0.8756087047387605,B
23280,1508,1168.94,0.00018515602204019079,0.8757938607608007,B
16161U,2775,1165.5,0.00018461113802919083,0.8759784718988298,B
23389,283,1162.73,0.00018417237968312405,0.876162644278513,B
85049C,943,1162.28,0.00018410110125145253,0.8763467453797644,B
21544,1392,1159.3999999999999,0.0001836449192887549,0.8765303902990532,B
23393,296,1159.28,0.00018362591170697584,0.8767140162107602,B
22975,877,1155.89,0.00018308894752171723,0.8768971051582819,B
20981,1291,1154.4099999999999,0.00018285452067977535,0.8770799596789617,B
21090,2208,1150.2,0.00018218767135235977,0.877262147350314,B
22434,584,1149.7,0.000182108473094947,0.877444255823409,B
23142,114,1148.02,0.00018184236695004005,0.8776260981903591,B
85049A,923,1147.31,0.0001817299054245139,0.8778078280957836,B
22945,1360,1139.21,0.00018044689365442687,0.877988274989438,B
84313C,501,1138.77,0.0001803771991879036,0.8781686521886259,B
21195,606,1138.58,0.00018034710385008673,0.878348999292476,B
23212,941,1138.27,0.00018029800093049083,0.8785292972934065,B
22073,277,1133.91,0.0001796073921258514,0.8787089046855323,B
21577,523,1133.6299999999999,0.0001795630411017002,0.878888467726634,B
37495,294,1132.34,0.00017935870959757524,0.8790678264362316,B
21395,2815,1130.09,0.00017900231743921773,0.8792468287536708,B
23061,863,1128.16,0.00017869661216560442,0.8794255253658364,B
23228,882,1127.52,0.00017859523839611606,0.8796041206042325,B
22770,68,1126.98,0.00017850970427811026,0.8797826303085107,B
22917,1648,1126.6200000000001,0.00017845268153277307,0.8799610829900435,B
22494,810,1125.1,0.0001782119188302382,0.8801392949088738,B
23005,2717,1125.05,0.0001782039990044969,0.8803174989078782,B
22639,436,1124.03,0.00017804243455937484,0.8804955413424376,B
85015,1325,1123.65,0.00017798224388374114,0.8806735235863213,B
22676,807,1115.25,0.0001766517131592064,0.8808501752994805,B
20973,1713,1108.14,0.0001755255139387967,0.8810257008134194,B
22916,1618,1105.8600000000001,0.00017516436988499444,0.8812008651833043,B
22070,307,1105.11,0.0001750455724988752,0.8813759107558032,B
20984,3601,1103.1899999999998,0.00017474145119041013,0.8815506522069937,B
22562,897,1101.43,0.00017446267332431718,0.881725114880318,B
22891,239,1099.6299999999999,0.00017417755959763114,0.8818992924399156,B
22536,2921,1091.92,0.00017295632246832612,0.8820722487623839,B
51014A,1902,1088.48,0.00017241143845732616,0.8822446602008412,B
84279P,266,1084.3799999999999,0.00017176201274654134,0.8824164222135877,B
21864,453,1083.72,0.0001716574710467565,0.8825880796846345,B
23138,783,1083.11,0.0001715608491727129,0.8827596405338072,B
23426,382,1082.98,0.0001715402576257856,0.882931180791433,B
23350,870,1082.67,0.00017149115470618966,0.8831026719461391,B
23086,910,1080.66,0.0001711727777113903,0.8832738447238505,B
22416,782,1080.18,0.00017109674738427402,0.8834449414712348,B
85106,631,1079.81,0.00017103814067378855,0.8836159796119085,B
21363,191,1079.77,0.00017103180481319553,0.8837870114167217,B
22449,337,1078.54,0.00017083697709996008,0.8839578483938216,B
85087,324,1075.1100000000001,0.00017029367705410843,0.8841281420708758,B
21519,2565,1075.04,0.00017028258929807063,0.8842984246601738,B
22828,7,1075.0,0.00017027625343747762,0.8844687009136113,B
21056,123,1073.53,0.00017004341056068404,0.884638744324172,B
21043,481,1073.37,0.00017001806711831194,0.8848087623912904,B
22651,1347,1072.8,0.00016992778110486138,0.8849786901723952,B
23249,618,1070.8999999999999,0.0001696268277266928,0.8851483170001219,B
22713,2525,1068.54,0.00016925301195170448,0.8853175700120736,B
22452,437,1068.0600000000002,0.00016917698162458825,0.8854867469936981,B
22716,2517,1063.48,0.00016845152558668715,0.8856551985192848,B
22928,175,1063.01,0.00016837707922471914,0.8858235755985094,B
21407,230,1062.94,0.00016836599146868137,0.8859919415899781,B
22918,1575,1061.47,0.0001681331485918878,0.88616007473857,B
22168,126,1060.8,0.00016802702292695464,0.8863281017614969,B
21913,277,1060.42,0.00016796683225132094,0.8864960685937482,B
22544,2648,1060.25,0.0001679399048438006,0.886664008498592,B
22176,347,1057.7300000000002,0.00016754074562644021,0.8868315492442184,B
23197,724,1056.44,0.00016733641412231521,0.8869988856583407,B
23034,735,1054.3899999999999,0.0001670117012669228,0.8871658973596076,B
22602,1120,1054.24,0.00016698794178969897,0.8873328853013973,B
22613,1348,1054.03,0.0001669546785215856,0.8874998399799189,B
22912,233,1051.27,0.00016651750414066707,0.8876663574840595,B
85054,451,1047.91,0.0001659852918508532,0.8878323427759104,B
21592,860,1047.64,0.00016594252479185028,0.8879982853007022,B
21627,51,1046.85,0.00016581739154513807,0.8881641026922473,B
22919,1502,1040.8600000000001,0.00016486859642133298,0.8883289712886686,B
22182,233,1037.41,0.0001643221284451848,0.8884932934171138,B
22175,336,1036.64,0.00016420016312876913,0.8886574935802426,B
22509,62,1033.6599999999999,0.00016372814151458892,0.8888212217217571,B
20801,887,1033.32,0.00016367428669954824,0.8889848960084566,B
21039,411,1032.21,0.00016349846656809187,0.8891483944750247,B
23270,754,1031.44,0.0001633765012516762,0.8893117709762763,B
22677,731,1030.49,0.0001632260245625919,0.889474997000839,B
22503,56,1025.1499999999999,0.0001623801871734234,0.8896373771880124,B
22161,2955,1024.79,0.00016232316442808622,0.8897997003524405,B
21391,1054,1020.88,0.00016170383405511829,0.8899614041864956,B
22060,223,1019.45,0.00016147732703891774,0.8901228815135346,B
22436,1553,1018.43,0.00016131576259379566,0.8902841972761284,B
21584,618,1015.6999999999999,0.00016088334010832186,0.8904450806162367,B
72807B,211,1014.9499999999999,0.0001607645427222027,0.8906058451589589,B
22860,587,1014.4699999999999,0.0001606885123950864,0.8907665336713539,B
22398,1504,1013.88,0.00016059505845133934,0.8909271287298053,B
22803,26,1011.8900000000001,0.0001602798493868365,0.8910874085791921,B
22714,2483,1010.99,0.0001601372925234935,0.8912475458717156,B
22921,1473,1007.0300000000001,0.00015951004232478427,0.8914070559140405,B
22929,16,1004.75,0.00015914889827098197,0.8915662048123114,B
23100,832,1004.12,0.0001590491084666419,0.8917252539207781,B
22063,321,1003.59,0.00015896515831378434,0.8918842190790919,B
21034,1056,1003.1999999999999,0.00015890338367300237,0.8920431224627648,B
21361,71,1002.9300000000001,0.00015886061661399948,0.8922019830793788,B
22208,941,996.42,0.00015782945530248507,0.8923598125346813,B
21902,1602,995.8500000000001,0.0001577391692890345,0.8925175517039704,B
22949,673,995.14,0.00015762670776350835,0.8926751784117339,B
84884A,237,993.6899999999999,0.00015739703281701127,0.892832575444551,B
72349B,393,993.3100000000001,0.00015733684214137757,0.8929899122866923,B
85059,328,991.82,0.00015710083133428749,0.8931470131180266,B
22362,309,988.63,0.00015659554645199394,0.8933036086644786,B
22999,2287,987.8100000000001,0.000156465661309837,0.8934600743257884,B
22047,2425,986.5,0.0001562581618754155,0.8936163324876638,B
21258,72,986.28,0.00015622331464215387,0.893772555802306,B
23000,2301,984.86,0.00015599839159110158,0.893928554193897,B
23333,783,983.09,0.00015571802975986035,0.8940842722236569,B
23323,464,980.2300000000001,0.00015526501572745926,0.8942395372393844,B
22977,752,979.3,0.00015511770696867146,0.8943946549463531,B
23359,529,977.55,0.00015484051306772673,0.8945494954594208,B
23388,237,975.97,0.00015459024657430237,0.894704085705995,B
22984,2422,974.4599999999999,0.00015435106783691575,0.8948584367738319,B
23349,763,973.11,0.00015413723254190125,0.8950125740063738,B
21188,317,971.6700000000001,0.00015390914156055246,0.8951664831479343,B
23048,229,971.0500000000001,0.0001538109357213606,0.8953202940836557,B
22375,219,969.87,0.00015362402783386644,0.8954739181114896,B
21469,259,969.07,0.00015349731062200598,0.8956274154221116,B
22531,2367,968.64,0.000153429200120631,0.8957808446222322,B
22245,1147,965.77,0.00015297460212308162,0.8959338192243552,B
23445,1202,965.66,0.0001529571785064508,0.8960867764028617,B
47585A,228,964.79,0.00015281937353855258,0.8962395957764002,B
46000M,622,964.1,0.00015271007994332295,0.8963923058563436,B
22739,530,962.86,0.00015251366826493924,0.8965448195246085,B
22459,373,962.45,0.00015244872569386079,0.8966972682503024,B
21986,3481,962.27,0.00015242021432119218,0.8968496884646235,B
22439,1447,962.1500000000001,0.0001524012067394131,0.897002089671363,B
22203,240,961.97,0.0001523726953667445,0.8971544623667297,B
71038,187,961.5500000000001,0.00015230616883051776,0.8973067685355602,B
21507,2224,959.14,0.00015192443322978818,0.89745869296879,B
22028,2260,958.78,0.00015186741048445096,0.8976105603792744,B
22315,739,957.6,0.0001516805025969568,0.8977622408818714,B
21987,1497,956.49,0.00015150468246550043,0.8979137455643369,B
23353,1163,955.1299999999999,0.00015128926320533766,0.8980650348275422,B
84813,97,955.1,0.0001512845113098929,0.898216319338852,B
22922,1071,954.3899999999999,0.00015117204978436674,0.8983674913886364,B
23330,745,952.73,0.00015090911156975632,0.8985184005002061,B
21730,192,952.6800000000001,0.00015090119174401506,0.8986693016919501,B
21901,1406,952.2700000000001,0.00015083624917293657,0.898820137941123,B
72807A,200,951.52,0.0001507174517868174,0.8989708553929099,B
22664,432,951.46,0.00015070794799592786,0.8991215633409058,B
22286,879,948.7299999999999,0.00015027552551045406,0.8992718388664163,B
23395,224,945.6,0.0001497797444190501,0.8994216186108354,B
84032A,284,942.33,0.0001492617878155705,0.899570880398651,B
70006,1494,939.02,0.00014873749535149788,0.8997196178940025,B
21123,750,935.37,0.00014815934807238458,0.8998677772420748,B
15044B,318,935.0200000000001,0.00014810390929219567,0.900015881151367,B
21832,517,933.4799999999999,0.00014785997865936426,0.9001637411300264,B
21811,1214,930.29,0.00014735469377707074,0.9003110958238034,B
22711,2252,929.84,0.00014728341534539925,0.9004583792391488,B
21467,247,929.35,0.0001472058010531347,0.9006055850402019,B
22947,61,928.67,0.00014709809142305334,0.900752683131625,B
22080,571,926.45,0.00014674645116014059,0.9008994295827852,B
22948,1054,926.0,0.0001466751727284691,0.9010461047555137,B
23503,757,925.25,0.00014655637534234992,0.901192661130856,B
22588,321,924.19,0.00014638847503663482,0.9013390496058927,B
84944,635,923.7099999999999,0.00014631244470951854,0.9014853620506023,B
23317,88,923.28,0.00014624433420814355,0.9016316063848104,B
23351,726,922.63,0.00014614137647350696,0.9017777477612839,B
22334,565,921.4899999999999,0.00014596080444660578,0.9019237085657306,B
21866,533,921.25,0.00014592278928304768,0.9020696313550136,B
23057,193,919.83,0.0001456978662319954,0.9022153292212456,B
22601,1164,918.7199999999999,0.000145522046100539,0.9023608512673461,B
22609,3789,918.43,0.00014547611111123958,0.9025063273784574,B
22076,544,917.8599999999999,0.00014538582509778902,0.9026517132035552,B
23073,76,917.6,0.00014534464200393439,0.9027970578455591,B
22809,316,917.4000000000001,0.00014531296270096927,0.90294237080826,B
21389,1058,915.8599999999999,0.0001450690320681379,0.9030874398403281,B
22811,336,913.5,0.0001446952162931496,0.9032321350566213,B
15044C,279,910.9700000000001,0.00014429447311064094,0.9033764295297319,B
82567,466,910.5600000000001,0.00014422953053956245,0.9035206590602715,B
85114A,499,909.83,0.0001441139010837398,0.9036647729613552,B
85183B,696,909.58,0.00014407430195503338,0.9038088472633102,B
22942,114,907.8000000000001,0.0001437923561586439,0.9039526396194689,B
85103,140,905.72,0.00014346289140780672,0.9040961025108767,B
22857,1086,905.54,0.0001434343800351381,0.9042395368909119,B
22445,306,902.3900000000001,0.00014293543101343763,0.9043824723219253,B
85159B,494,901.6999999999999,0.00014282613741820795,0.9045252984593435,B
22421,1625,901.66,0.00014281980155761494,0.9046681182609011,B
22281,127,898.87,0.00014237787528125162,0.9048104961361824,B
21466,246,889.35,0.0001408699404601123,0.9049513660766425,B
23250,645,883.69,0.00013997341618619962,0.9050913394928287,B
21586,355,883.65,0.00013996708032560658,0.9052313065731543,B
22976,693,883.24,0.00013990213775452812,0.9053712087109088,B
21192,505,882.4899999999999,0.00013978334036840893,0.9055109920512773,B
21329,529,875.66,0.00013870149217215036,0.9056496935434494,B
21830,2081,875.66,0.00013870149217215036,0.9057883950356215,B
82578,1428,872.11,0.00013813918454451963,0.905926534220166,B
21793,206,871.61,0.00013805998628710686,0.9060645942064531,B
22911,294,871.3000000000001,0.00013801088336751094,0.9062026050898206,B
22808,277,871.1100000000001,0.0001379807880296941,0.9063405858778504,B
22497,177,869.41,0.00013771151395449062,0.9064782973918049,B
37447,544,869.24,0.00013768458654697026,0.9066159819783518,B
21537,210,868.5799999999999,0.0001375800448471854,0.906753562023199,B
22121,149,866.95,0.00013732185852801974,0.906890883881727,B
23396,197,865.47,0.0001370874316860779,0.9070279713134131,B
23096,519,865.2699999999999,0.00013705575238311278,0.9071650270657962,B
47503A,1806,864.36,0.00013691161155462154,0.9073019386773508,B
22270,223,863.49,0.0001367738065867233,0.9074387124839375,B
21399,2060,861.6899999999999,0.00013648869286003729,0.9075752011767975,B
21422,1064,861.5,0.00013645859752222042,0.9077116597743197,B
84536A,1951,860.4,0.0001362843613559123,0.9078479441356756,B
72802B,203,860.27,0.000136263769808985,0.9079842079054846,B
23407,83,859.2499999999999,0.0001361022053638629,0.9081203101108485,B
21947,628,857.12,0.0001357648207872845,0.9082560749316357,B
21198,858,852.3599999999999,0.0001350108533767148,0.9083910857850125,B
22673,667,851.25,0.00013483503324525844,0.9085259208182578,B
21058,1026,850.53,0.00013472098775458403,0.9086606418060124,B
23087,691,850.05,0.00013464495742746775,0.9087952867634398,B
22995,1950,848.51,0.0001344010267946364,0.9089296877902344,B
23374,1049,845.8499999999999,0.0001339796920652004,0.9090636674822996,B
85039B,600,845.6399999999999,0.00013394642879708702,0.9091976139110967,B
22678,614,845.54,0.00013393058914560447,0.9093315445002422,B
22524,615,843.97,0.00013368190661732835,0.9094652264068596,B
22325,188,843.2800000000001,0.00013357261302209873,0.9095987990198816,B
21984,2793,842.1099999999999,0.0001333872890997528,0.9097321863089813,B
23121,2130,841.6899999999999,0.00013332076256352605,0.9098655070715449,B
22519,385,839.49,0.00013297229023090983,0.9099984793617758,B
22686,583,838.3100000000001,0.0001327853823434157,0.9101312647441192,B
47580,304,838.2099999999999,0.00013276954269193312,0.9102640342868111,B
20982,971,837.89,0.00013271885580718894,0.9103967531426184,B
21071,608,833.92,0.00013209002164333146,0.9105288431642617,B
22815,1954,833.61,0.00013204091872373556,0.9106608840829855,B
23334,1315,831.8100000000001,0.00013175580499704954,0.9107926398879825,B
37501,124,829.32,0.0001313613976751339,0.9109240012856576,B
21327,522,828.6199999999999,0.00013125052011475597,0.9110552518057724,B
22342,721,827.38,0.0001310541084363723,0.9111863059142088,B
21359,129,826.23,0.00013087195244432291,0.9113171778666531,B
23266,652,825.77,0.00013079909004750314,0.9114479769567007,B
22577,1680,823.3399999999999,0.00013041418651647702,0.9115783911432171,B
85114C,387,822.97,0.0001303555798059916,0.9117087467230232,B
23431,1046,822.0999999999999,0.00013021777483809334,0.9118389644978613,B
84950,1159,820.4300000000001,0.00012995325265833466,0.9119689177505196,B
85131A,923,819.03,0.00012973149753757888,0.9120986492480572,B
22817,1930,818.43,0.00012963645962868353,0.9122282857076859,B
21624,135,817.57,0.00012950023862593355,0.9123577859463118,B
23424,167,817.45,0.0001294812310441545,0.912487267177356,B
22231,777,815.67,0.00012919928524776498,0.9126164664626037,B
22915,1707,814.92,0.0001290804878616458,0.9127455469504654,B
84913A,235,814.83,0.00012906623217531153,0.9128746131826407,B
23274,497,814.0899999999999,0.00012894901875434058,0.9130035622013951,B
21717,351,813.47,0.00012885081291514876,0.9131324130143103,B
